sku,nombre_estandarizado,grupo_general,grupo_especializado,marca,modelo,descripcion_tecnica,capacidad,voltaje,refrigerante,tipo_operacion,seer,observaciones_equivalencia,proveedor_original,sku_original,precio_referencia,unidad
EL-CPA-590-708MF-001,Capacitor de Arranque 590-708 Mfd 110V,Eléctricos,Capacitores,,,Capacitor de Arranque 590-708 110 1-1 1/2 Hp 590-708Mfd 110V,,,,,590-708 uF,Capacitor Arranque 590-708,Grupo Coresa,COR-181201-00000563,93.74,Pieza
EL-CPA-590-708MF-001,Capacitor de Arranque 590-708 Mfd 110V,Eléctricos,Capacitores,,,Capacitor de Arranque 590-708 110 1-1 1/2 Hp 590-708Mfd 110V,,,,,590-708 uF,Capacitor Arranque 590-708,Grupo Coresa,COR-181201-00000563,93.74,Pieza
EL-CTR-3P40A220V-001,Contactor 3 Polos 40A Bobina 220V,Eléctricos,Contactores,Square D,,Contactor Square D 8910DPA43V09 3 Polos 40 Ampers Bobina 220V,,,,,,Contactor 3P 40A 220V,Grupo Coresa,COR-181201-00000584,1426.22,Pieza
EL-CTR-3P40A220V-001,Contactor 3 Polos 40A Bobina 220V,Eléctricos,Contactores,Square D,,Contactor Square D 8910DPA43V09 3 Polos 40 Ampers Bobina 220V,,,,,,Contactor 3P 40A 220V,Grupo Coresa,COR-181201-00000584,1426.22,Pieza
EL-CPT-ES-5MF-001,Capacitor Estado Sólido 5 Mfd 450V,Eléctricos,Capacitores,Mars,12388,Capacitor Estado Sólido Mars 12388 5.0Mfd 450V,,,,,5 uF,Capacitor Estado Sólido 5 Mfd,Grupo Coresa,COR-181201-00000604,50.87,Pieza
EL-CPT-ES-5MF-001,Capacitor Estado Sólido 5 Mfd 450V,Eléctricos,Capacitores,Mars,12388,Capacitor Estado Sólido Mars 12388 5.0Mfd 450V,,,,,5 uF,Capacitor Estado Sólido 5 Mfd,Grupo Coresa,COR-181201-00000604,50.87,Pieza
EL-CPT-12-5MF-001,Capacitor de Trabajo 12.5 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo 12.5 370 12.5Mfd 370V,,,,,12.5 uF,Capacitor 12.5 Mfd,Grupo Coresa,COR-181201-00000663,46.92,Pieza
EL-CPT-12-5MF-001,Capacitor de Trabajo 12.5 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo 12.5 370 12.5Mfd 370V,,,,,12.5 uF,Capacitor 12.5 Mfd,Grupo Coresa,COR-181201-00000663,46.92,Pieza
EL-CTR-3P90A220V-001,Contactor 3 Polos 90A Bobina 220V,Eléctricos,Contactores,Square D,,Contactor Square D 8910DPA93V09 3 Polos 90 Ampers Bobina 220V,,,,,,Contactor 3P 90A 220V,Grupo Coresa,COR-181201-00000684,4967.85,Pieza
EL-CTR-3P90A220V-001,Contactor 3 Polos 90A Bobina 220V,Eléctricos,Contactores,Square D,,Contactor Square D 8910DPA93V09 3 Polos 90 Ampers Bobina 220V,,,,,,Contactor 3P 90A 220V,Grupo Coresa,COR-181201-00000684,4967.85,Pieza
EL-CPT-25+5MF-440V-001,Capacitor Dual 25+5 Mfd 440V,Eléctricos,Capacitores,,,Capacitor de Trabajo 25/5 440 25+5Mfd 440V,,,,,25+5 uF,Capacitor 25+5 Mfd 440V,Grupo Coresa,COR-181201-00000763,59.69,Pieza
EL-CPT-25+5MF-440V-001,Capacitor Dual 25+5 Mfd 440V,Eléctricos,Capacitores,,,Capacitor de Trabajo 25/5 440 25+5Mfd 440V,,,,,25+5 uF,Capacitor 25+5 Mfd 440V,Grupo Coresa,COR-181201-00000763,59.69,Pieza
EL-CTR-3P40A24V-001,Contactor 3 Polos 40A Bobina 24V,Eléctricos,Contactores,Mars,,Contactor Mars 17435 3 Polos 40 Amperes Bobina 24V,,,,,,Contactor 3P 40A 24V,Grupo Coresa,COR-181201-00000804,508.20,Pieza
EL-CTR-3P40A24V-001,Contactor 3 Polos 40A Bobina 24V,Eléctricos,Contactores,Mars,,Contactor Mars 17435 3 Polos 40 Amperes Bobina 24V,,,,,,Contactor 3P 40A 24V,Grupo Coresa,COR-181201-00000804,508.20,Pieza
EL-CPT-45MF-370V-001,Capacitor de Trabajo 45 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo EC-CM37045 45Mfd 370V,,,,,45 uF,Capacitor 45 Mfd,Grupo Coresa,COR-181201-00000863,78.04,Pieza
EL-CPT-45MF-370V-001,Capacitor de Trabajo 45 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo EC-CM37045 45Mfd 370V,,,,,45 uF,Capacitor 45 Mfd,Grupo Coresa,COR-181201-00000863,78.04,Pieza
EL-CPT-70MF-370V-001,Capacitor de Trabajo 70 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo AY-CM37070 70Mfd 370V,,,,,70 uF,Capacitor 70 Mfd,Grupo Coresa,COR-181201-00000963,126.72,Pieza
EL-CPT-70MF-370V-001,Capacitor de Trabajo 70 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo AY-CM37070 70Mfd 370V,,,,,70 uF,Capacitor 70 Mfd,Grupo Coresa,COR-181201-00000963,126.72,Pieza
EL-CPT-50MF-440V-001,Capacitor de Marcha 50 Mfd 440V,Eléctricos,Capacitores,,,Capacitor de Marcha Copeland 914-0037-20 440V,,,,,50 uF,Capacitor 50 Mfd,Grupo Coresa,COR-181201-00001075,659.60,Pieza
EL-CPT-50MF-440V-001,Capacitor de Marcha 50 Mfd 440V,Eléctricos,Capacitores,,,Capacitor de Marcha Copeland 914-0037-20 440V,,,,,50 uF,Capacitor 50 Mfd,Grupo Coresa,COR-181201-00001075,659.60,Pieza
EL-TRF-40VA-115V-001,Transformador 40VA 115-24V,Eléctricos,Transformadores,,,Transformador 40-115-24 40Va 115-24V,,,,,,Transformador 40VA 115/24V,Grupo Coresa,COR-181201-00001077,417.58,Pieza
EL-TRF-40VA-115V-001,Transformador 40VA 115-24V,Eléctricos,Transformadores,,,Transformador 40-115-24 40Va 115-24V,,,,,,Transformador 40VA 115/24V,Grupo Coresa,COR-181201-00001077,417.58,Pieza
EL-RLV-24V-001,Relevador Schrack 24V 11 Puntas,Eléctricos,Control,Schrack,,Relevador Schrack RUMC3AB1B7 24V,,,,,,Relevador Schrack 24V,Grupo Coresa,COR-181201-00001087,162.24,Pieza
EL-RLV-24V-001,Relevador Schrack 24V 11 Puntas,Eléctricos,Control,Schrack,,Relevador Schrack RUMC3AB1B7 24V,,,,,,Relevador Schrack 24V,Grupo Coresa,COR-181201-00001087,162.24,Pieza
EL-CPA-400-480MF-110V-001,Capacitor de Arranque 400-480 Mfd 110V,Eléctricos,Capacitores,Mars,11924,Capacitor de Arranque Mars 11924 400-480Mfd 110V,,,,,400-480 uF,Capacitor Arranque 400-480,Grupo Coresa,COR-181201-00001104,115.54,Pieza
EL-CPA-400-480MF-110V-001,Capacitor de Arranque 400-480 Mfd 110V,Eléctricos,Capacitores,Mars,11924,Capacitor de Arranque Mars 11924 400-480Mfd 110V,,,,,400-480 uF,Capacitor Arranque 400-480,Grupo Coresa,COR-181201-00001104,115.54,Pieza
EL-TRF-75VA-440V-001,Transformador 75VA 440-24V,Eléctricos,Transformadores,,,Transformador 75-440-24 75Va 440-24V,,,,,,Transformador 75VA 440/24V,Grupo Coresa,COR-181201-00001177,435.74,Pieza
EL-TRF-75VA-440V-001,Transformador 75VA 440-24V,Eléctricos,Transformadores,,,Transformador 75-440-24 75Va 440-24V,,,,,,Transformador 75VA 440/24V,Grupo Coresa,COR-181201-00001177,435.74,Pieza
EL-CTR-3P75A24V-001,Contactor 3 Polos 75A Bobina 24V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6635-92-467 3 Polos 75 Ampers Bobina 50/60 Hz 24V,,,,,,Contactor 3P 75A 24V,Grupo Coresa,COR-181201-00001184,5467.18,Pieza
EL-CTR-3P75A24V-001,Contactor 3 Polos 75A Bobina 24V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6635-92-467 3 Polos 75 Ampers Bobina 50/60 Hz 24V,,,,,,Contactor 3P 75A 24V,Grupo Coresa,COR-181201-00001184,5467.18,Pieza
EL-CPT-2MF-370V-001,Capacitor de Trabajo 2 Mfd 370V Ovalado,Eléctricos,Capacitores,Mars,12902,Capacitor de Trabajo Mars 12902 2Mfd 370V Ovalado,,,,,2 uF,Capacitor 2 Mfd,Grupo Coresa,COR-181201-00001204,34.86,Pieza
EL-RLV-1-8-001,Relevador 1/8 HP sin Capacitor,Eléctricos,Control,,,Relevador 1/8 MTRP-4002 sin Capacitor,,,,,,Relevador 1/8 HP,Grupo Coresa,COR-181201-00001277,12.24,Pieza
EL-RLV-1-8-001,Relevador 1/8 HP sin Capacitor,Eléctricos,Control,,,Relevador 1/8 MTRP-4002 sin Capacitor,,,,,,Relevador 1/8 HP,Grupo Coresa,COR-181201-00001277,12.24,Pieza
EL-CTR-2P40A120V-001,Contactor 2 Polos 40A Bobina 120V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6652-90-248 2 Polos 40 Ampers Bobina 50/60 Hz 120V,,,,,,Contactor 2P 40A 120V,Grupo Coresa,COR-181201-00001284,662.33,Pieza
EL-CTR-2P40A120V-001,Contactor 2 Polos 40A Bobina 120V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6652-90-248 2 Polos 40 Ampers Bobina 50/60 Hz 120V,,,,,,Contactor 2P 40A 120V,Grupo Coresa,COR-181201-00001284,662.33,Pieza
EL-CPT-45MF-370V-002,Capacitor de Trabajo 45 Mfd 370V,Eléctricos,Capacitores,Mars,12723,Capacitor de Trabajo Mars 12723 45Mfd 370V,,,,,45 uF,Capacitor 45 Mfd,Grupo Coresa,COR-181201-00001304,148.64,Pieza
EL-CPT-45MF-370V-002,Capacitor de Trabajo 45 Mfd 370V,Eléctricos,Capacitores,Mars,12723,Capacitor de Trabajo Mars 12723 45Mfd 370V,,,,,45 uF,Capacitor 45 Mfd,Grupo Coresa,COR-181201-00001304,148.64,Pieza
EL-CTR-3P60A220V-001,Contactor 3 Polos 60A Bobina 220V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6659-92-465 3 Polos 60 Ampers Bobina 50/60 Hz 220V,,,,,,Contactor 3P 60A 220V,Grupo Coresa,COR-181201-00001384,2628.47,Pieza
EL-CTR-3P60A220V-001,Contactor 3 Polos 60A Bobina 220V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6659-92-465 3 Polos 60 Ampers Bobina 50/60 Hz 220V,,,,,,Contactor 3P 60A 220V,Grupo Coresa,COR-181201-00001384,2628.47,Pieza
EL-CPT-MOT-001,Capacitor Motor 5 Mfd 450V Mirage,Eléctricos,Capacitores,Mirage,,Capacitor para Motor Modelo CPC121B, CJF121 Mirage 030010005R 450V,,,,,5 uF,Capacitor Motor 5 Mfd,Grupo Coresa,COR-181201-00001395,17.04,Pieza
EL-CPT-MOT-001,Capacitor Motor 5 Mfd 450V Mirage,Eléctricos,Capacitores,Mirage,,Capacitor para Motor Modelo CPC121B, CJF121 Mirage 030010005R 450V,,,,,5 uF,Capacitor Motor 5 Mfd,Grupo Coresa,COR-181201-00001395,17.04,Pieza
EL-CPT-80MF-370V-001,Capacitor de Trabajo 80 Mfd 370V Ovalado,Eléctricos,Capacitores,Mars,12990,Capacitor de Trabajo Mars 12990 80Mfd 370V Ovalado,,,,,80 uF,Capacitor 80 Mfd,Grupo Coresa,COR-181201-00001404,247.96,Pieza
EL-CPT-80MF-370V-001,Capacitor de Trabajo 80 Mfd 370V Ovalado,Eléctricos,Capacitores,Mars,12990,Capacitor de Trabajo Mars 12990 80Mfd 370V Ovalado,,,,,80 uF,Capacitor 80 Mfd,Grupo Coresa,COR-181201-00001404,247.96,Pieza
EL-CPA-233-280MF-110V-001,Capacitor de Arranque 233-280 Mfd 110V,Eléctricos,Capacitores,,,Capacitor de Arranque 233-280 110 1/2 Hp 233-280Mfd 110V,,,,,233-280 uF,Capacitor Arranque 233-280,Grupo Coresa,COR-181201-00001463,60.73,Pieza
EL-CPA-233-280MF-110V-001,Capacitor de Arranque 233-280 Mfd 110V,Eléctricos,Capacitores,,,Capacitor de Arranque 233-280 110 1/2 Hp 233-280Mfd 110V,,,,,233-280 uF,Capacitor Arranque 233-280,Grupo Coresa,COR-181201-00001463,60.73,Pieza
EL-CPT-30+5MF-370V-001,Capacitor Dual 30+5 Mfd 370V,Eléctricos,Capacitores,Mars,12764,Capacitor de Trabajo Dual Mars 12764 30/5Mfd 370V,,,,,30+5 uF,Capacitor 30+5 Mfd,Grupo Coresa,COR-181201-00001504,104.70,Pieza
EL-CPT-30+5MF-370V-001,Capacitor Dual 30+5 Mfd 370V,Eléctricos,Capacitores,Mars,12764,Capacitor de Trabajo Dual Mars 12764 30/5Mfd 370V,,,,,30+5 uF,Capacitor 30+5 Mfd,Grupo Coresa,COR-181201-00001504,104.70,Pieza
EL-CPT-MOT-002,Capacitor Motor Mirage CPC090B,Eléctricos,Capacitores,Mirage,,Capacitor para CPC090B, CPF090B Mirage 30010014,,,,,,Capacitor Motor Mirage,Grupo Coresa,COR-181201-00001506,17.04,Pieza
EL-CPT-MOT-002,Capacitor Motor Mirage CPC090B,Eléctricos,Capacitores,Mirage,,Capacitor para CPC090B, CPF090B Mirage 30010014,,,,,,Capacitor Motor Mirage,Grupo Coresa,COR-181201-00001506,17.04,Pieza
EL-CPA-80-108MF-110V-001,Capacitor de Arranque 80-108 Mfd 110V,Eléctricos,Capacitores,,,Capacitor de Arranque 80-108 110 1/8 Hp 80-108Mfd 110V,,,,,80-108 uF,Capacitor Arranque 80-108,Grupo Coresa,COR-181201-00001563,25.32,Pieza
EL-CPA-80-108MF-110V-001,Capacitor de Arranque 80-108 Mfd 110V,Eléctricos,Capacitores,,,Capacitor de Arranque 80-108 110 1/8 Hp 80-108Mfd 110V,,,,,80-108 uF,Capacitor Arranque 80-108,Grupo Coresa,COR-181201-00001563,25.32,Pieza
EL-CTR-3P40A24V-002,Contactor 3 Polos 40A Bobina 24V,Eléctricos,Contactores,Square D,,Contactor Square D 8910DPA43V14 3 Polos 40 Ampers Bobina 24V,,,,,,Contactor 3P 40A 24V,Grupo Coresa,COR-181201-00001584,2395.60,Pieza
EL-CTR-3P40A24V-002,Contactor 3 Polos 40A Bobina 24V,Eléctricos,Contactores,Square D,,Contactor Square D 8910DPA43V14 3 Polos 40 Ampers Bobina 24V,,,,,,Contactor 3P 40A 24V,Grupo Coresa,COR-181201-00001584,2395.60,Pieza
EL-CPT-ES-6MF-450V-001,Capacitor Estado Sólido 6 Mfd 450V,Eléctricos,Capacitores,Mars,12390,Capacitor Estado Sólido Mars 12390 6.0Mfd 450V,,,,,6 uF,Capacitor Estado Sólido 6 Mfd,Grupo Coresa,COR-181201-00001604,56.34,Pieza
EL-CPT-ES-6MF-450V-001,Capacitor Estado Sólido 6 Mfd 450V,Eléctricos,Capacitores,Mars,12390,Capacitor Estado Sólido Mars 12390 6.0Mfd 450V,,,,,6 uF,Capacitor Estado Sólido 6 Mfd,Grupo Coresa,COR-181201-00001604,56.34,Pieza
EL-CPT-15MF-370V-001,Capacitor de Trabajo 15 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo EC-CM37015 15Mfd 370V,,,,,15 uF,Capacitor 15 Mfd,Grupo Coresa,COR-181201-00001663,45.16,Pieza
EL-CPT-15MF-370V-001,Capacitor de Trabajo 15 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo EC-CM37015 15Mfd 370V,,,,,15 uF,Capacitor 15 Mfd,Grupo Coresa,COR-181201-00001663,45.16,Pieza
EL-CTR-2P30A24V-001,Contactor 2 Polos 30A Bobina 24V,Eléctricos,Contactores,Mars,17325,Contactor Mars 17325 2 Polos 30 Amperes Bobina 24V,,,,,,Contactor 2P 30A 24V,Grupo Coresa,COR-181201-00001704,272.52,Pieza
EL-CTR-2P30A24V-001,Contactor 2 Polos 30A Bobina 24V,Eléctricos,Contactores,Mars,17325,Contactor Mars 17325 2 Polos 30 Amperes Bobina 24V,,,,,,Contactor 2P 30A 24V,Grupo Coresa,COR-181201-00001704,272.52,Pieza
EL-CPT-3MF-370V-001,Capacitor de Trabajo 3 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo 3 370 3Mfd 370V,,,,,3 uF,Capacitor 3 Mfd,Grupo Coresa,COR-181201-00001763,33.14,Pieza
EL-CPT-3MF-370V-001,Capacitor de Trabajo 3 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo 3 370 3Mfd 370V,,,,,3 uF,Capacitor 3 Mfd,Grupo Coresa,COR-181201-00001763,33.14,Pieza
EL-CTR-3P40A120V-001,Contactor 3 Polos 40A Bobina 120V,Eléctricos,Contactores,Mars,17436,Contactor Mars 17436 3 Polos 40 Amperes Bobina 120V,,,,,,Contactor 3P 40A 120V,Grupo Coresa,COR-181201-00001804,347.76,Pieza
EL-CTR-3P40A120V-001,Contactor 3 Polos 40A Bobina 120V,Eléctricos,Contactores,Mars,17436,Contactor Mars 17436 3 Polos 40 Amperes Bobina 120V,,,,,,Contactor 3P 40A 120V,Grupo Coresa,COR-181201-00001804,347.76,Pieza
EL-CPT-45+5MF-370V-001,Capacitor Dual 45+5 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo AY-CM37045+5 45+5Mfd 370V,,,,,45+5 uF,Capacitor 45+5 Mfd,Grupo Coresa,COR-181201-00001863,101.29,Pieza
EL-CPT-45+5MF-370V-001,Capacitor Dual 45+5 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo AY-CM37045+5 45+5Mfd 370V,,,,,45+5 uF,Capacitor 45+5 Mfd,Grupo Coresa,COR-181201-00001863,101.29,Pieza
EL-CPT-8MF-370V-001,Capacitor de Trabajo 8 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo 8 370 8Mfd 370V,,,,,8 uF,Capacitor 8 Mfd,Grupo Coresa,COR-181201-00001963,24.86,Pieza
EL-CPT-8MF-370V-001,Capacitor de Trabajo 8 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Trabajo 8 370 8Mfd 370V,,,,,8 uF,Capacitor 8 Mfd,Grupo Coresa,COR-181201-00001963,24.86,Pieza
EL-INT-QO230-001,Interruptor Termomagnético 2P 30A 240V QO230,Eléctricos,Interruptores,IUSA,QO230,Interruptor Termomag IUSA QO230 240V,,,,,,Interruptor QO230,Grupo Coresa,COR-181201-00001987,443.75,Pieza
EL-INT-QO230-001,Interruptor Termomagnético 2P 30A 240V QO230,Eléctricos,Interruptores,IUSA,QO230,Interruptor Termomag IUSA QO230 240V,,,,,,Interruptor QO230,Grupo Coresa,COR-181201-00001987,443.75,Pieza
EL-CPT-70MF-370V-002,Capacitor de Marcha 70 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Marcha Copeland 914-0037-51 370V,,,,,70 uF,Capacitor 70 Mfd,Grupo Coresa,COR-181201-00003075,361.42,Pieza
EL-CPT-70MF-370V-002,Capacitor de Marcha 70 Mfd 370V,Eléctricos,Capacitores,,,Capacitor de Marcha Copeland 914-0037-51 370V,,,,,70 uF,Capacitor 70 Mfd,Grupo Coresa,COR-181201-00003075,361.42,Pieza
EL-TRF-50VA-115V-001,Transformador 50VA 115-24V,Eléctricos,Transformadores,,,Transformador 50-115-24 50Va 115-24V,,,,,,Transformador 50VA 115/24V,Grupo Coresa,COR-181201-00003077,433.92,Pieza
EL-TRF-50VA-115V-001,Transformador 50VA 115-24V,Eléctricos,Transformadores,,,Transformador 50-115-24 50Va 115-24V,,,,,,Transformador 50VA 115/24V,Grupo Coresa,COR-181201-00003077,433.92,Pieza
EL-CPA-540-648MF-110V-001,Capacitor de Arranque 540-648 Mfd 110V,Eléctricos,Capacitores,Mars,11926,Capacitor de Arranque Mars 11926 540-648Mfd 110V,,,,,540-648 uF,Capacitor Arranque 540-648,Grupo Coresa,COR-181201-00003104,123.22,Pieza
EL-CPA-540-648MF-110V-001,Capacitor de Arranque 540-648 Mfd 110V,Eléctricos,Capacitores,Mars,11926,Capacitor de Arranque Mars 11926 540-648Mfd 110V,,,,,540-648 uF,Capacitor Arranque 540-648,Grupo Coresa,COR-181201-00003104,123.22,Pieza
EL-CPT-MOT-004,Capacitor para Motor Mirage SMCC1221D,Eléctricos,Capacitores,Mirage,,Capacitor para SMCC1221D, SMCC1211F Mirage 33010014,,,,,,Capacitor Mirage SMCC,Grupo Coresa,COR-181201-00003116,28.40,Pieza
EL-CPT-MOT-004,Capacitor para Motor Mirage SMCC1221D,Eléctricos,Capacitores,Mirage,,Capacitor para SMCC1221D, SMCC1211F Mirage 33010014,,,,,,Capacitor Mirage SMCC,Grupo Coresa,COR-181201-00003116,28.40,Pieza
EL-REG-1000W-001,Elevador de Voltaje 1000W,Eléctricos,Reguladores,,,Elevador de Voltaje R-1000W 1000 Watts,,,,,,Elevador 1000W,Grupo Coresa,COR-181201-00003177,144.29,Pieza
EL-REG-1000W-001,Elevador de Voltaje 1000W,Eléctricos,Reguladores,,,Elevador de Voltaje R-1000W 1000 Watts,,,,,,Elevador 1000W,Grupo Coresa,COR-181201-00003177,144.29,Pieza
EL-CTR-3P25A24V-001,Contactor 3 Polos 25A Bobina 24V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6654-90-160 3 Polos 25 Ampers Bobina 50/60 Hz 24V,,,,,,Contactor 3P 25A 24V,Grupo Coresa,COR-181201-00003184,610.80,Pieza
EL-CTR-3P25A24V-001,Contactor 3 Polos 25A Bobina 24V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6654-90-160 3 Polos 25 Ampers Bobina 50/60 Hz 24V,,,,,,Contactor 3P 25A 24V,Grupo Coresa,COR-181201-00003184,610.80,Pieza
EL-CPT-4MF-370V-001,Capacitor de Trabajo 4 Mfd 370V Ovalado,Eléctricos,Capacitores,Mars,12904,Capacitor de Trabajo Mars 12904 4Mfd 370V Ovalado,,,,,4 uF,Capacitor 4 Mfd,Grupo Coresa,COR-181201-00003204,38.58,Pieza
EL-CPT-4MF-370V-001,Capacitor de Trabajo 4 Mfd 370V Ovalado,Eléctricos,Capacitores,Mars,12904,Capacitor de Trabajo Mars 12904 4Mfd 370V Ovalado,,,,,4 uF,Capacitor 4 Mfd,Grupo Coresa,COR-181201-00003204,38.58,Pieza
EL-RLV-1-6-001,Relevador 1/6 HP sin Capacitor,Eléctricos,Control,,,Relevador 1/6 MTRP-4208 sin Capacitor,,,,,,Relevador 1/6 HP,Grupo Coresa,COR-181201-00003277,20.39,Pieza
EL-RLV-1-6-001,Relevador 1/6 HP sin Capacitor,Eléctricos,Control,,,Relevador 1/6 MTRP-4208 sin Capacitor,,,,,,Relevador 1/6 HP,Grupo Coresa,COR-181201-00003277,20.39,Pieza
EL-CTR-3P40A24V-002,Contactor 3 Polos 40A Bobina 24V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6629-90-170 3 Polos 40 Ampers Bobina 50/60 Hz 24V,,,,,,Contactor 3P 40A 24V,Grupo Coresa,COR-181201-00003284,933.52,Pieza
EL-CTR-3P40A24V-002,Contactor 3 Polos 40A Bobina 24V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6629-90-170 3 Polos 40 Ampers Bobina 50/60 Hz 24V,,,,,,Contactor 3P 40A 24V,Grupo Coresa,COR-181201-00003284,933.52,Pieza
EL-CPT-50MF-370V-001,Capacitor de Trabajo 50 Mfd 370V,Eléctricos,Capacitores,Mars,12725,Capacitor de Trabajo Mars 12725 50Mfd 370V,,,,,50 uF,Capacitor 50 Mfd,Grupo Coresa,COR-181201-00003304,131.20,Pieza
EL-CPT-50MF-370V-001,Capacitor de Trabajo 50 Mfd 370V,Eléctricos,Capacitores,Mars,12725,Capacitor de Trabajo Mars 12725 50Mfd 370V,,,,,50 uF,Capacitor 50 Mfd,Grupo Coresa,COR-181201-00003304,131.20,Pieza
EL-CTR-3P75A220V-001,Contactor 3 Polos 75A Bobina 220V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6637-92-469 3 Polos 75 Ampers Bobina 50/60 Hz 220V,,,,,,Contactor 3P 75A 220V,Grupo Coresa,COR-181201-00003384,5467.18,Pieza
EL-CTR-3P75A220V-001,Contactor 3 Polos 75A Bobina 220V,Eléctricos,Contactores,Emerson,,Contactor Emerson 6637-92-469 3 Polos 75 Ampers Bobina 50/60 Hz 220V,,,,,,Contactor 3P 75A 220V,Grupo Coresa,COR-181201-00003384,5467.18,Pieza
EL-CPT-55+7.5MF-370V-001,Capacitor Dual 55+7.5 Mfd 370V,Eléctricos,Capacitores,Mars,12855,Capacitor de Trabajo Dual Mars 12855 55/7.5Mfd 370V Ovalado,,,,,55+7.5 uF,Capacitor 55+7.5 Mfd,Grupo Coresa,COR-181201-00003404,159.45,Pieza
EL-CPT-55+7.5MF-370V-001,Capacitor Dual 55+7.5 Mfd 370V,Eléctricos,Capacitores,Mars,12855,Capacitor de Trabajo Dual Mars 12855 55/7.5Mfd 370V Ovalado,,,,,55+7.5 uF,Capacitor 55+7.5 Mfd,Grupo Coresa,COR-181201-00003404,159.45,Pieza
EL-CPA-252-308MF-110V-001,Capacitor de Arranque 252-308 Mfd 110V,Eléctricos,Capacitores,,,Capacitor de Arranque 1-252308 252-308Mfd,,,,,,Capacitor Arranque 252-308,Grupo Coresa,COR-181201-00003463,310.93,Pieza
EL-CPA-252-308MF-110V-001,Capacitor de Arranque 252-308 Mfd 110V,Eléctricos,Capacitores,,,Capacitor de Arranque 1-252308 252-308Mfd,,,,,,Capacitor Arranque 252-308,Grupo Coresa,COR-181201-00003463,310.93,Pieza
EL-CPT-ES-1MF-450V-001,Capacitor Estado Sólido 1 Mfd 450V,Eléctricos,Capacitores,Mars,12380,Capacitor Estado Sólido Mars 12380 1.0Mfd 450V,,,,,1 uF,Capacitor Estado Sólido 1 Mfd,Grupo Coresa,COR-181201-00003504,19.29,Pieza
EL-CPT-ES-1MF-450V-001,Capacitor Estado Sólido 1 Mfd 450V,Eléctricos,Capacitores,Mars,12380,Capacitor Estado Sólido Mars 12380 1.0Mfd 450V,,,,,1 uF,Capacitor Estado Sólido 1 Mfd,Grupo Coresa,COR-181201-00003504,19.29,Pieza
EL-CPA-108-130MF-220V-001,Capacitor de Arranque 108-130 Mfd 220V,Eléctricos,Capacitores,,,Capacitor de Arranque CA2?108?130 1/2 Hp 108-130Mfd 220V,,,,,108-130 uF,Capacitor Arranque 108-130 220V,Grupo Coresa,COR-181201-00003563,65.33,Pieza
EL-CPA-108-130MF-220V-001,Capacitor de Arranque 108-130 Mfd 220V,Eléctricos,Capacitores,,,Capacitor de Arranque CA2?108?130 1/2 Hp 108-130Mfd 220V,,,,,108-130 uF,Capacitor Arranque 108-130 220V,Grupo Coresa,COR-181201-00003563,65.33,Pieza
EL-CTR-3P50A220V-001,Contactor 3 Polos 50A Bobina 220V,Eléctricos,Contactores,Square D,,Contactor Square D 8910DPA53V09 3 Polos 50 Ampers Bobina 220V,,,,,,Contactor 3P 50A 220V,Grupo Coresa,COR-181201-00003584,2795.67,Pieza
EL-CTR-3P50A220V-001,Contactor 3 Polos 50A Bobina 220V,Eléctricos,Contactores,Square D,,Contactor Square D 8910DPA53V09 3 Polos 50 Ampers Bobina 220V,,,,,,Contactor 3P 50A 220V,Grupo Coresa,COR-181201-00003584,2795.67,Pieza
EL-CPT-70MF-370V-004,Capacitor de Trabajo 70 Mfd 370V,Eléctricos,Capacitores,Mars,12729,Capacitor de Trabajo Mars 12729 70Mfd 370V,,,,,70 uF,Capacitor 70 Mfd,Grupo Coresa,COR-181201-00003604,222.53,Pieza
